,id,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,lang,retweet_count,favorite_count,longitude,latitude,place_id,place_full_name,place_name,place_type,place_country_code,place_country,place_contained_within,place_attributes,place_bounding_box,source_url,truncated,entities,extended_entities,handle
3853,738109521952833536,"Join me in San Jose, California- tomorrow evening at 7pm! 
#MakeAmericaGreatAgain #Trump2016
https://t.co/jLQukR550J https://t.co/Uds8OdH3A4",False,,2016-06-01T20:46:38,,,,False,en,3266,9449,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/Uds8OdH3A4', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/738109521952833536/photo/1', 'sizes': {'large': {'h': 334, 'resize': 'fit', 'w': 848}, 'small': {'h': 134, 'resize': 'fit', 'w': 340}, 'medium': {'h': 236, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '738109515606851589', 'indices': [117, 140], 'id': 738109515606851589, 'url': 'https://t.co/Uds8OdH3A4', 'media_url_https': 'https://pbs.twimg.com/media/Cj5KsZsVAAUyFkz.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Cj5KsZsVAAUyFkz.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'bit.ly/1ZdWSh0SANJOSE', 'expanded_url': 'http://bit.ly/1ZdWSh0SANJOSE', 'indices': [93, 116], 'url': 'https://t.co/jLQukR550J'}], 'hashtags': [{'text': 'MakeAmericaGreatAgain', 'indices': [59, 81]}, {'text': 'Trump2016', 'indices': [82, 92]}]}","{'media': [{'display_url': 'pic.twitter.com/Uds8OdH3A4', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/738109521952833536/photo/1', 'sizes': {'large': {'h': 334, 'resize': 'fit', 'w': 848}, 'small': {'h': 134, 'resize': 'fit', 'w': 340}, 'medium': {'h': 236, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '738109515606851589', 'indices': [117, 140], 'id': 738109515606851589, 'url': 'https://t.co/Uds8OdH3A4', 'media_url_https': 'https://pbs.twimg.com/media/Cj5KsZsVAAUyFkz.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Cj5KsZsVAAUyFkz.jpg'}]}",realDonaldTrump
3670,740373403283099648,"""This campaign is about making sure there are no ceilings—no limits—on any of us."" —Hillary #ImWithHer https://t.co/HtFmnfoJxc",False,,2016-06-08T02:42:29,,,,False,en,3269,8302,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/HtFmnfoJxc', 'expanded_url': 'http://twitter.com/HillaryClinton/status/740373403283099648/photo/1', 'sizes': {'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}, 'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '740373329815605249', 'indices': [103, 126], 'id': 740373329815605249, 'url': 'https://t.co/HtFmnfoJxc', 'media_url_https': 'https://pbs.twimg.com/media/CkZVnuzVEAEoa7X.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CkZVnuzVEAEoa7X.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'ImWithHer', 'indices': [92, 102]}]}","{'media': [{'display_url': 'pic.twitter.com/HtFmnfoJxc', 'expanded_url': 'http://twitter.com/HillaryClinton/status/740373403283099648/photo/1', 'sizes': {'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}, 'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '740373329815605249', 'indices': [103, 126], 'id': 740373329815605249, 'url': 'https://t.co/HtFmnfoJxc', 'media_url_https': 'https://pbs.twimg.com/media/CkZVnuzVEAEoa7X.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CkZVnuzVEAEoa7X.jpg'}]}",HillaryClinton
5721,700799986104029184,MAKE AMERICA GREAT AGAIN!,False,,2016-02-19T21:51:51,,,,False,en,9008,17763,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
5938,695981303460712448,"""@lisabrossman:  @ukcatwoman52 @ericnlin @AC360 He is for America! Security for America! Jobs for America! There is no other leader!""",False,,2016-02-06T14:44:08,,,,False,en,1405,4703,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '4857880718', 'name': 'lisa brossman', 'id': 4857880718, 'screen_name': 'lisabrossman', 'indices': [1, 14]}, {'id_str': '2891102076', 'name': 'Kimberly R.King', 'id': 2891102076, 'screen_name': 'ukcatwoman52', 'indices': [17, 30]}, {'id_str': '4854294411', 'name': 'Eric Ramirez', 'id': 4854294411, 'screen_name': 'ericnlin', 'indices': [31, 40]}, {'id_str': '227837742', 'name': 'Anderson Cooper 360°', 'id': 227837742, 'screen_name': 'AC360', 'indices': [41, 47]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
4366,729997397884047360,. #RepMikeKelly  Great job on @foxandfriends this morning. Thank you for the nice words!,False,,2016-05-10T11:31:57,,,,False,en,2286,8630,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '15513604', 'name': 'FOX & Friends', 'id': 15513604, 'screen_name': 'foxandfriends', 'indices': [30, 44]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'RepMikeKelly', 'indices': [2, 15]}]}",,realDonaldTrump
6205,690649956634353666,"""National Black Republican Association Endorses Donald J. Trump"" #Trump2016 #MakeAmericaGreatAgain 
https://t.co/9IPw30G5OG",False,,2016-01-22T21:39:15,,,,False,fr,2529,5200,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'blackrepublican.blogspot.com/2016/01/nation…', 'expanded_url': 'http://blackrepublican.blogspot.com/2016/01/national-black-republican-association.html', 'indices': [100, 123], 'url': 'https://t.co/9IPw30G5OG'}], 'hashtags': [{'text': 'Trump2016', 'indices': [65, 75]}, {'text': 'MakeAmericaGreatAgain', 'indices': [76, 98]}]}",,realDonaldTrump
6429,684581639561822208,"""@dantegtmeyer: # ISIS Reportedly Murders Spies Calls #DavidCameron 'Slave of the #WH' Video https://t.co/b57TS93Jj8   ARE YOU WELCOME NOW""",False,,2016-01-06T03:45:56,,,,False,en,683,1826,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'townhall.com/tipsheet/cortn…', 'expanded_url': 'http://townhall.com/tipsheet/cortneyobrien/2016/01/04/isis-calls-david-cameron-slave-of-the-white-house-in-new-video-n2099576', 'indices': [93, 116], 'url': 'https://t.co/b57TS93Jj8'}], 'hashtags': [{'text': 'DavidCameron', 'indices': [54, 67]}, {'text': 'WH', 'indices': [82, 85]}]}",,realDonaldTrump
529,776254425002278912,"When 40 million Americans are facing the same problem, it's a crisis. One candidate has a plan to address it. https://t.co/7pPwEHlhy7",False,,2016-09-15T03:00:51,,,,False,en,1985,4796,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/7pPwEHlhy7', 'expanded_url': 'https://twitter.com/HillaryClinton/status/776254425002278912/photo/1', 'sizes': {'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 300, 'resize': 'fit', 'w': 600}, 'small': {'h': 170, 'resize': 'fit', 'w': 340}}, 'id_str': '776254291191431169', 'indices': [110, 133], 'id': 776254291191431169, 'url': 'https://t.co/7pPwEHlhy7', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/CsXPKkHWgAEooI2.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/CsXPKkHWgAEooI2.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/7pPwEHlhy7', 'expanded_url': 'https://twitter.com/HillaryClinton/status/776254425002278912/photo/1', 'sizes': {'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 300, 'resize': 'fit', 'w': 600}, 'small': {'h': 170, 'resize': 'fit', 'w': 340}}, 'id_str': '776254291191431169', 'indices': [110, 133], 'id': 776254291191431169, 'url': 'https://t.co/7pPwEHlhy7', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/CsXPKkHWgAEooI2.jpg', 'type': 'animated_gif', 'video_info': {'aspect_ratio': [2, 1], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://pbs.twimg.com/tweet_video/CsXPKkHWgAEooI2.mp4'}]}, 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/CsXPKkHWgAEooI2.jpg'}]}",HillaryClinton
3711,739947488631762944,"I’ve taken over @HillaryClinton's Snapchat, encouraging voters to support her in the CA primary. Add: https://t.co/ay8QEUyrwn",True,billclinton,2016-06-06T22:30:03,,,,False,en,968,2902,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '1330457336', 'name': 'Bill Clinton', 'id': 1330457336, 'screen_name': 'billclinton', 'indices': [3, 15]}, {'id_str': '1339835893', 'name': 'Hillary Clinton', 'id': 1339835893, 'screen_name': 'HillaryClinton', 'indices': [33, 48]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
130,780579728964980736,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… https://t.co/02NMQn3ZNQ",False,,2016-09-27T01:28:04,,,,False,en,7189,19174,,,07d9e38854885001,Hofstra University,Hofstra University,poi,US,United States,[],{},"BoundingBox(type='Polygon', coordinates=[[[-73.60015869140625, 40.71675324247426], [-73.60015869140625, 40.71675324247426], [-73.60015869140625, 40.71675324247426], [-73.60015869140625, 40.71675324247426]]], _api=<tweepy.api.API object at 0x7f013ae30588>)",http://twitter.com/download/iphone,True,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/7…', 'expanded_url': 'https://twitter.com/i/web/status/780579728964980736', 'indices': [117, 140], 'url': 'https://t.co/02NMQn3ZNQ'}], 'hashtags': []}",,realDonaldTrump
5797,698882048069652480,This shows what a complete &amp; total liar Ted Cruz is- he said he wouldn't have nominated John Roberts. Really? https://t.co/gBnsNgomom,False,,2016-02-14T14:50:39,,,,False,en,3553,7394,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'nationalreview.com/article/214989…', 'expanded_url': 'http://www.nationalreview.com/article/214989/right-stuff-ted-cruz', 'indices': [114, 137], 'url': 'https://t.co/gBnsNgomom'}], 'hashtags': []}",,realDonaldTrump
3398,743947386720923648,Thank you @DallasPD!  https://t.co/ORJyN4FsNI,False,,2016-06-17T23:24:13,,,,True,en,2687,9426,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '28758060', 'name': 'Dallas Police Depart', 'id': 28758060, 'screen_name': 'DallasPD', 'indices': [10, 19]}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/dallaspd/statu…', 'expanded_url': 'https://twitter.com/dallaspd/status/743897962858741762', 'indices': [22, 45], 'url': 'https://t.co/ORJyN4FsNI'}], 'hashtags': []}",,realDonaldTrump
2905,750739354037936132,.@realDonaldTrump fixed https://t.co/lrmn7TMnk7,True,gwenrocco,2016-07-06T17:13:04,,,,False,en,2469,4214,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/lrmn7TMnk7', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 599, 'resize': 'fit', 'w': 505}, 'large': {'h': 599, 'resize': 'fit', 'w': 505}, 'medium': {'h': 599, 'resize': 'fit', 'w': 505}}, 'expanded_url': 'http://twitter.com/gwenrocco/status/750738729145344000/photo/1', 'indices': [39, 62], 'id': 750738724049285120, 'url': 'https://t.co/lrmn7TMnk7', 'source_status_id_str': '750738729145344000', 'source_user_id_str': '252701314', 'source_status_id': 750738729145344000, 'id_str': '750738724049285120', 'source_user_id': 252701314, 'media_url_https': 'https://pbs.twimg.com/media/Cmso5FYWcAABZsz.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Cmso5FYWcAABZsz.jpg'}], 'user_mentions': [{'id_str': '252701314', 'name': 'Gwen Rocco', 'id': 252701314, 'screen_name': 'gwenrocco', 'indices': [3, 13]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [16, 32]}], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/lrmn7TMnk7', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 599, 'resize': 'fit', 'w': 505}, 'large': {'h': 599, 'resize': 'fit', 'w': 505}, 'medium': {'h': 599, 'resize': 'fit', 'w': 505}}, 'expanded_url': 'http://twitter.com/gwenrocco/status/750738729145344000/photo/1', 'indices': [39, 62], 'id': 750738724049285120, 'url': 'https://t.co/lrmn7TMnk7', 'source_status_id_str': '750738729145344000', 'source_user_id_str': '252701314', 'source_status_id': 750738729145344000, 'id_str': '750738724049285120', 'source_user_id': 252701314, 'media_url_https': 'https://pbs.twimg.com/media/Cmso5FYWcAABZsz.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Cmso5FYWcAABZsz.jpg'}]}",HillaryClinton
120,780583951647768577,"""Maybe he didn't do a good job."" —Donald Trump

Looks like you “loved” it at the time. #DebateNight… https://t.co/LelC6Tb3nj",False,,2016-09-27T01:44:51,,,,False,en,4435,8347,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,True,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/7…', 'expanded_url': 'https://twitter.com/i/web/status/780583951647768577', 'indices': [101, 124], 'url': 'https://t.co/LelC6Tb3nj'}], 'hashtags': [{'text': 'DebateNight', 'indices': [87, 99]}]}",,HillaryClinton
4878,722379509060788224,I am on @foxandfriends at 7:00 A.M. ENJOY!,False,,2016-04-19T11:01:10,,,,False,en,1458,6877,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '15513604', 'name': 'FOX & Friends', 'id': 15513604, 'screen_name': 'foxandfriends', 'indices': [8, 22]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
6375,686182981891801088,"""@redletter99: Trump pummels his opponents - and the press | SunHerald @realDonaldTrump https://t.co/9MQhOSpiWa""  Thank you!",False,,2016-01-10T13:49:06,,,,False,en,1277,3454,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '392783363', 'name': 'john', 'id': 392783363, 'screen_name': 'redletter99', 'indices': [1, 13]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [71, 87]}], 'symbols': [], 'urls': [{'display_url': 'sunherald.com/news/politics-…', 'expanded_url': 'http://www.sunherald.com/news/politics-government/article52798030.html', 'indices': [88, 111], 'url': 'https://t.co/9MQhOSpiWa'}], 'hashtags': []}",,realDonaldTrump
1029,770005293757505536,"""The right to vote is still the most powerful nonviolent tool of transformation we have."" —@RepJohnLewis https://t.co/l0cGUBNlOK",False,,2016-08-28T21:09:02,,,,False,en,2519,6413,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '29450962', 'name': 'John Lewis', 'id': 29450962, 'screen_name': 'repjohnlewis', 'indices': [91, 104]}], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2bKviFI', 'expanded_url': 'http://hrc.io/2bKviFI', 'indices': [105, 128], 'url': 'https://t.co/l0cGUBNlOK'}], 'hashtags': []}",,HillaryClinton
292,778398968225079302,"Four months from today, our next president will walk into the Oval Office.

Help make sure it's not Donald Trump: https://t.co/Gxp2QdeIhH",False,,2016-09-21T01:02:30,,,,False,en,3490,9754,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2dfejgv', 'expanded_url': 'http://hrc.io/2dfejgv', 'indices': [114, 137], 'url': 'https://t.co/Gxp2QdeIhH'}], 'hashtags': []}",,HillaryClinton
4874,722425918044680192,"We asked New Yorkers what they really think of Donald Trump.

They didn’t hold back. https://t.co/jqhLAPqyRf https://t.co/lP0Tc9OiNs",False,,2016-04-19T14:05:35,,,,False,en,899,1994,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/lP0Tc9OiNs', 'expanded_url': 'http://twitter.com/HillaryClinton/status/722425918044680192/photo/1', 'sizes': {'medium': {'h': 600, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 1024, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 340}}, 'id_str': '722425790080663552', 'indices': [109, 132], 'id': 722425790080663552, 'url': 'https://t.co/lP0Tc9OiNs', 'media_url_https': 'https://pbs.twimg.com/media/CgaSbbJWwAAdkJU.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CgaSbbJWwAAdkJU.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/1NzdGbV', 'expanded_url': 'http://hrc.io/1NzdGbV', 'indices': [85, 108], 'url': 'https://t.co/jqhLAPqyRf'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/lP0Tc9OiNs', 'expanded_url': 'http://twitter.com/HillaryClinton/status/722425918044680192/photo/1', 'sizes': {'medium': {'h': 600, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 1024, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 340}}, 'id_str': '722425790080663552', 'indices': [109, 132], 'id': 722425790080663552, 'url': 'https://t.co/lP0Tc9OiNs', 'media_url_https': 'https://pbs.twimg.com/media/CgaSbbJWwAAdkJU.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CgaSbbJWwAAdkJU.jpg'}, {'display_url': 'pic.twitter.com/lP0Tc9OiNs', 'expanded_url': 'http://twitter.com/HillaryClinton/status/722425918044680192/photo/1', 'sizes': {'medium': {'h': 400, 'resize': 'fit', 'w': 600}, 'small': {'h': 227, 'resize': 'fit', 'w': 340}, 'large': {'h': 683, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '722425790135148544', 'indices': [109, 132], 'id': 722425790135148544, 'url': 'https://t.co/lP0Tc9OiNs', 'media_url_https': 'https://pbs.twimg.com/media/CgaSbbWWIAA-eya.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CgaSbbWWIAA-eya.jpg'}, {'display_url': 'pic.twitter.com/lP0Tc9OiNs', 'expanded_url': 'http://twitter.com/HillaryClinton/status/722425918044680192/photo/1', 'sizes': {'large': {'h': 683, 'resize': 'fit', 'w': 1024}, 'small': {'h': 227, 'resize': 'fit', 'w': 340}, 'medium': {'h': 400, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '722425788973322240', 'indices': [109, 132], 'id': 722425788973322240, 'url': 'https://t.co/lP0Tc9OiNs', 'media_url_https': 'https://pbs.twimg.com/media/CgaSbXBWEAA5k2F.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CgaSbXBWEAA5k2F.jpg'}, {'display_url': 'pic.twitter.com/lP0Tc9OiNs', 'expanded_url': 'http://twitter.com/HillaryClinton/status/722425918044680192/photo/1', 'sizes': {'medium': {'h': 600, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 1024, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 340}}, 'id_str': '722425793834573824', 'indices': [109, 132], 'id': 722425793834573824, 'url': 'https://t.co/lP0Tc9OiNs', 'media_url_https': 'https://pbs.twimg.com/media/CgaSbpIW4AAsZYD.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CgaSbpIW4AAsZYD.jpg'}]}",HillaryClinton
5488,705006030841720832,"""@JoeNBC: FOX calls Virginia for Trump. If it holds, it's a big win for Trump and a big setback for Rubio, who needed to win the state.",False,,2016-03-02T12:25:10,,,,False,en,2267,8937,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '21619519', 'name': 'Joe Scarborough', 'id': 21619519, 'screen_name': 'JoeNBC', 'indices': [1, 8]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
4269,731801374325776384,"""@QueenCharlotteO: @realDonaldTrump @nytimes I'm a women &amp; I 100% support @realDonaldTrump &amp; I have since the beginning. Thank you!",False,,2016-05-15T11:00:18,,,,False,en,2441,8594,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '4927986136', 'name': 'Charlotte', 'id': 4927986136, 'screen_name': 'QueenCharlotteO', 'indices': [1, 17]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [19, 35]}, {'id_str': '807095', 'name': 'The New York Times', 'id': 807095, 'screen_name': 'nytimes', 'indices': [36, 44]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [78, 94]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
1338,765276731406184448,"Whenever you hear Trump talk about foreign policy, picture him in the Situation Room making decisions for all of us. https://t.co/7QBVFziTdN",False,,2016-08-15T19:59:25,,,,False,en,1388,2954,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2aYIl7v', 'expanded_url': 'http://hrc.io/2aYIl7v', 'indices': [117, 140], 'url': 'https://t.co/7QBVFziTdN'}], 'hashtags': []}",,HillaryClinton
5172,712457104515317764,"Lyin' Ted Cruz just used a picture of Melania from a G.Q. shoot in his ad. Be careful, Lyin' Ted, or I will spill the beans on your wife!",False,,2016-03-23T01:53:05,,,,False,en,16441,36660,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
5129,713558941662322688,"""@stanColtrane: Turns out @glennbeck was wrong. @realDonaldTrump had nothing to do with it https://t.co/svSKfiDkdf""",False,,2016-03-26T02:51:23,,,,False,en,5001,11229,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '4585557454', 'name': 'Deplorable J', 'id': 4585557454, 'screen_name': 'stanColtrane', 'indices': [1, 14]}, {'id_str': '17454769', 'name': 'Glenn Beck', 'id': 17454769, 'screen_name': 'glennbeck', 'indices': [26, 36]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [48, 64]}], 'symbols': [], 'urls': [{'display_url': 'tinyurl.com/zlgr58e', 'expanded_url': 'http://tinyurl.com/zlgr58e', 'indices': [91, 114], 'url': 'https://t.co/svSKfiDkdf'}], 'hashtags': []}",,realDonaldTrump
2235,757754260633321472,"""Trump says he would run our country like he has run his businesses. Well, I’m from Jersey...we see how he leads in Atlantic City.” —Booker",False,,2016-07-26T01:47:48,,,,False,en,2308,6577,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
